,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
9869,Буфет,861065550,столовая,Восточный административный округ,район Измайлово,"город Москва, Верхняя Первомайская улица, дом 43",17,37.79462396720161,55.79947761460539,"{type=Point, coordinates=[37.79462396720161, 55.799477614605394]}"
9889,ФИШ ЭНД ЧИПС,861065611,столовая,Центральный административный округ,район Замоскворечье,"город Москва, улица Зацепа, дом 25, строение 1",0,37.63197587697175,55.72941673269262,"{type=Point, coordinates=[37.63197587697175, 55.72941673269262]}"
9890,Закусочная «Додо Пицца»,861065613,столовая,Южный административный округ,район Братеево,"город Москва, Бесединское шоссе, дом 15",0,37.76091205432758,55.62530820504315,"{type=Point, coordinates=[37.76091205432758, 55.625308205043154]}"
9891,Плескавица,861065615,столовая,Троицкий административный округ,поселение Троицк,"город Москва, город Троицк, Академическая площадь, дом 5",10,37.303963,55.468813,"{type=Point, coordinates=[37.303963, 55.468813]}"
9944,Буфет,861065749,столовая,Южный административный округ,район Бирюлёво Восточное,"город Москва, Прохладная улица, дом 28",0,37.673045115191435,55.61626127117828,"{type=Point, coordinates=[37.67304511519144, 55.61626127117828]}"
9950,Столовая «Кантина»,861065765,столовая,Центральный административный округ,Пресненский район,"город Москва, 1-й Красногвардейский проезд, дом 15",236,37.539420340523336,55.750514508580736,"{type=Point, coordinates=[37.539420340523336, 55.750514508580736]}"
9976,Закусочная «Донеретто»,861065835,столовая,Южный административный округ,район Бирюлёво Восточное,"город Москва, Бирюлёвская улица, дом 37Б",0,37.665313475893534,55.58927882892701,"{type=Point, coordinates=[37.66531347589354, 55.589278828927014]}"
9977,Закусочная «Донеретто»,861065837,столовая,Южный административный округ,район Бирюлёво Восточное,"город Москва, Михневский проезд, дом 4, корпус 1",0,37.66754023488349,55.577709421417055,"{type=Point, coordinates=[37.66754023488349, 55.57770942141706]}"
9978,Закусочная «Донеретто»,861065838,столовая,Южный административный округ,район Бирюлёво Восточное,"город Москва, Бирюлёвская улица, дом 13, корпус 4",0,37.66336474395317,55.59733614126192,"{type=Point, coordinates=[37.663364743953174, 55.59733614126192]}"
9980,Столовая,861065844,столовая,Северный административный округ,район Западное Дегунино,"город Москва, Ильменский проезд, дом 10, строение 2",20,37.54645790712511,55.85890310512827,"{type=Point, coordinates=[37.5464579071251, 55.85890310512827]}"
9983,Шаурма на углях,861065851,столовая,Центральный административный округ,район Замоскворечье,"город Москва, Большая Серпуховская улица, дом 8/7, строение 2",1,37.623997219207716,55.72870370109428,"{type=Point, coordinates=[37.62399721920772, 55.72870370109429]}"
9985,Столовая «Московский школьник»,861065857,столовая,Зеленоградский административный округ,район Силино,"город Москва, город Зеленоград, корпус 1140",120,37.1718617902821,55.993963075656396,"{type=Point, coordinates=[37.1718617902821, 55.9939630756564]}"
9987,Бургер Кинг,861065867,столовая,Западный административный округ,район Проспект Вернадского,"город Москва, улица Удальцова, дом 42",49,37.491049548189196,55.683747003545726,"{type=Point, coordinates=[37.491049548189196, 55.68374700354573]}"
9997,Донеркебаб,861065898,столовая,Центральный административный округ,Таганский район,"город Москва, Таганская улица, дом 32/1, строение 1",0,37.665016434668,55.73939983835447,"{type=Point, coordinates=[37.665016434668004, 55.739399838354466]}"
10000,Хачапурoff,861065910,столовая,Восточный административный округ,район Измайлово,"город Москва, Первомайская улица, дом 81",0,37.80132756970127,55.79349411874628,"{type=Point, coordinates=[37.801327569701265, 55.79349411874628]}"
10017,Кафе-Столовая СИТИ ЛАНЧ в БЦ «Кристалл»,861065962,столовая,Южный административный округ,район Чертаново Южное,"город Москва, Кировоградская улица, дом 23А, корпус 1",130,37.60055334826603,55.600521513198366,"{type=Point, coordinates=[37.60055334826603, 55.60052151319837]}"
10020,Шаурма,861065972,столовая,Северо-Западный административный округ,район Строгино,"город Москва, улица Маршала Катукова, дом 17, корпус 1",0,37.40791326970228,55.80808285579568,"{type=Point, coordinates=[37.40791326970228, 55.808082855795675]}"
10034,Столовая-бар Хутор,861066007,столовая,Центральный административный округ,Красносельский район,"город Москва, Комсомольская площадь, дом 6, сооружение 1",30,37.659394,55.775623,"{type=Point, coordinates=[37.659394, 55.775623]}"
10037,Столовая «Свет»,861066018,столовая,Южный административный округ,район Бирюлёво Западное,"город Москва, Мелитопольская улица, дом 1, корпус 2",36,37.63630491842766,55.583630789561724,"{type=Point, coordinates=[37.63630491842766, 55.58363078956172]}"
10049,Столовая,861066050,столовая,Южный административный округ,район Чертаново Южное,"город Москва, Варшавское шоссе, дом 170Б, строение 4",60,37.59052375736588,55.58138595604986,"{type=Point, coordinates=[37.59052375736588, 55.58138595604986]}"
10053,Столовая №1,861066057,столовая,Северо-Восточный административный округ,Алексеевский район,"город Москва, проспект Мира, дом 102, корпус 1",37,37.6367440132352,55.800553076296,"{type=Point, coordinates=[37.636744013235194, 55.800553076296]}"
10063,ТЦСО Чертаново «КДП»,861066303,столовая,Южный административный округ,район Бирюлёво Западное,"Медынская улица, дом 11А",45,37.65244983312197,55.582741047729286,"{type=Point, coordinates=[37.65244983312197, 55.582741047729286]}"
10077,Скалка,861066403,столовая,Южный административный округ,район Нагатинский Затон,"город Москва, Судостроительная улица, дом 11, корпус 1",0,37.6714375882167,55.680605187337925,"{type=Point, coordinates=[37.6714375882167, 55.680605187337925]}"
10091,Шаурма в тандырном лаваше,861066448,столовая,Центральный административный округ,район Замоскворечье,"город Москва, Большая Серпуховская улица, дом 32, строение 1",10,37.625603032695686,55.725159270765374,"{type=Point, coordinates=[37.625603032695686, 55.725159270765374]}"
10095,СТОЛОВАЯ,861066461,столовая,Северо-Восточный административный округ,район Отрадное,"город Москва, Алтуфьевское шоссе, дом 31, строение 1",80,37.58039539224353,55.86146847121678,"{type=Point, coordinates=[37.58039539224354, 55.86146847121678]}"
10111,КОЛОСОК,861066513,столовая,Северо-Восточный административный округ,район Отрадное,"город Москва, Сигнальный проезд, дом 17",20,37.597418717647976,55.85109911246896,"{type=Point, coordinates=[37.597418717647976, 55.85109911246896]}"
10112,Додо Пицца,861066516,столовая,Юго-Западный административный округ,район Южное Бутово,"город Москва, Южнобутовская улица, дом 42",37,37.53633357698777,55.53996528721759,"{type=Point, coordinates=[37.53633357698777, 55.53996528721758]}"
10113,СУШИ,861066517,столовая,Северо-Восточный административный округ,район Отрадное,"город Москва, Сигнальный проезд, дом 17",10,37.597418717647976,55.85109911246896,"{type=Point, coordinates=[37.597418717647976, 55.85109911246896]}"
10118,Бургерная,861066529,столовая,Новомосковский административный округ,поселение Сосенское,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 8, корпус 1",10,37.489257,55.569138,"{type=Point, coordinates=[37.489257, 55.569138]}"
10141,Кафе Пекарня,861066585,столовая,Южный административный округ,район Чертаново Южное,"город Москва, Россошанская улица, дом 6",8,37.61255156966279,55.592877648642954,"{type=Point, coordinates=[37.61255156966279, 55.59287764864296]}"
10150,Столовая № 1,861066608,столовая,Южный административный округ,район Чертаново Северное,"город Москва, Варшавское шоссе, дом 125, строение 15",48,37.61849255999484,55.62550879354473,"{type=Point, coordinates=[37.61849255999484, 55.62550879354473]}"
10165,Буфет конечной станции «Ивановское»,861066653,столовая,Восточный административный округ,район Ивановское,"город Москва, Саянская улица, дом 22А",30,37.83573178651088,55.76706601710739,"{type=Point, coordinates=[37.835731786510884, 55.76706601710739]}"
10192,Столовая,861066746,столовая,Восточный административный округ,район Северное Измайлово,"город Москва, Сиреневый бульвар, дом 11, корпус 2",40,37.778545712670685,55.80301447242819,"{type=Point, coordinates=[37.77854571267068, 55.80301447242819]}"
10226,Столовая Клюква,861066829,столовая,Восточный административный округ,район Перово,"город Москва, Электродная улица, дом 2, строение 1",50,37.75101545211157,55.75660838615317,"{type=Point, coordinates=[37.751015452111574, 55.75660838615317]}"
10240,Паб друзей магазин разливных напитков,861066870,столовая,Восточный административный округ,район Соколиная Гора,"город Москва, Щербаковская улица, дом 58А",10,37.741818,55.781555,"{type=Point, coordinates=[37.741818, 55.781555]}"
10296,ДОНЕР КЕБАБ,878845851,столовая,Северо-Западный административный округ,район Покровское-Стрешнево,"город Москва, проезд Стратонавтов, дом 9, корпус 2",8,37.43634930148633,55.82706712864306,"{type=Point, coordinates=[37.43634930148633, 55.82706712864306]}"
10389,Буфет,878846392,столовая,Северный административный округ,район Западное Дегунино,"город Москва, Пяловская улица, дом 7, строение 3",12,37.54088045236067,55.86259401094057,"{type=Point, coordinates=[37.54088045236067, 55.86259401094057]}"
