,Unnamed: 0,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData,SeatClass
21,446,ПИВНОЙ БАР ЭЛЕФАНТ,637396384,бар,Центральный административный округ,Тверской район,"город Москва, 2-й Колобовский переулок, дом 12",55,37.6162143439575,55.769350144609604,"{type=Point, coordinates=[37.6162143439575, 55.7693501446096]}",Средний
22,453,Клуб Фитиль,637396699,бар,Центральный административный округ,район Хамовники,"город Москва, Фрунзенская набережная, дом 12",52,37.593859129267,55.731784003286506,"{type=Point, coordinates=[37.593859129267, 55.7317840032865]}",Средний
23,467,La SPEZIA,637397209,бар,Центральный административный округ,район Хамовники,"город Москва, Комсомольский проспект, дом 30",50,37.5789406524716,55.7255041272064,"{type=Point, coordinates=[37.5789406524716, 55.7255041272064]}",Средний
24,499,Бар «PivBar»,637398485,бар,Центральный административный округ,Пресненский район,"город Москва, улица Красная Пресня, дом 29",40,37.564052929104854,55.762255596411954,"{type=Point, coordinates=[37.564052929104854, 55.762255596411954]}",Средний
25,529,Макс бар,637400089,бар,Центральный административный округ,Басманный район,"город Москва, Кривоколенный переулок, дом 10, строение 2",45,37.63503362177949,55.76134766951008,"{type=Point, coordinates=[37.63503362177948, 55.76134766951008]}",Средний
26,541,ДИОРАМА БАР,637400771,бар,Западный административный округ,район Дорогомилово,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",3,37.56413357353136,55.751572945951004,"{type=Point, coordinates=[37.56413357353136, 55.751572945951]}",Маленький
27,543,ТАМАНИ,637400846,бар,Западный административный округ,район Дорогомилово,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",75,37.56587075249409,55.7509318353905,"{type=Point, coordinates=[37.5658707524941, 55.7509318353905]}",Средний
28,576,Cure Bar,637402048,бар,Северный административный округ,район Аэропорт,"город Москва, Ленинградский проспект, дом 66",70,37.52543845416528,55.802887287489604,"{type=Point, coordinates=[37.52543845416527, 55.802887287489604]}",Средний
29,629,ЛЕ СПА,637408909,бар,Центральный административный округ,Тверской район,"город Москва, Лесная улица, дом 10-16",12,37.589428000000005,55.778622999999996,"{type=Point, coordinates=[37.589428, 55.778623]}",Маленький
30,630,Hudson Bar,637409010,бар,Центральный административный округ,Тверской район,"город Москва, Лесная улица, дом 20, строение 1",120,37.592009405683704,55.78044984130314,"{type=Point, coordinates=[37.592009405683704, 55.78044984130314]}",Большой
31,652,Глав Пив Маг,637410047,бар,Центральный административный округ,Басманный район,"город Москва, улица Макаренко, дом 2/21, строение 1",40,37.64691670791892,55.76057825866909,"{type=Point, coordinates=[37.64691670791892, 55.760578258669085]}",Средний
32,653,Beermood,637410049,бар,Центральный административный округ,Басманный район,"город Москва, улица Макаренко, дом 2/21, строение 1",45,37.64691670791892,55.76057825866909,"{type=Point, coordinates=[37.64691670791892, 55.760578258669085]}",Средний
33,714,Кальянная Хука Хауз,637412769,бар,Центральный административный округ,Мещанский район,"город Москва, проспект Мира, дом 70",20,37.63526339483021,55.78816119512844,"{type=Point, coordinates=[37.6352633948302, 55.78816119512844]}",Маленький
34,717,Бар «Джонни Грин Паб»,637412971,бар,Северо-Восточный административный округ,Останкинский район,"город Москва, проспект Мира, дом 91, корпус 1",50,37.635709999999996,55.805574999999905,"{type=Point, coordinates=[37.63571, 55.8055749999999]}",Средний
35,718,Бар «МИР БИЛЬЯРДА»,637412973,бар,Северо-Восточный административный округ,Останкинский район,"город Москва, проспект Мира, дом 91, корпус 3",70,37.6358375432528,55.80718609104421,"{type=Point, coordinates=[37.6358375432528, 55.8071860910442]}",Средний
36,752,Москальян,637414458,бар,Центральный административный округ,район Арбат,"город Москва, улица Большая Молчановка, дом 15/12",20,37.593026608823564,55.75302410343802,"{type=Point, coordinates=[37.59302660882356, 55.75302410343802]}",Маленький
37,758,Бар«Пивная Библиотека»,637414672,бар,Южный административный округ,Даниловский район,"город Москва, Мытная улица, дом 58",40,37.619689402878464,55.71532573591788,"{type=Point, coordinates=[37.61968940287846, 55.71532573591788]}",Средний
38,778,Антикварный Boutique & Bar,637415733,бар,Центральный административный округ,Мещанский район,"город Москва, Звонарский переулок, дом 5",55,37.621947667915784,55.76469344591928,"{type=Point, coordinates=[37.62194766791578, 55.76469344591927]}",Средний
39,779,Union Jack,637415735,бар,Центральный административный округ,Мещанский район,"город Москва, Нижний Кисельный переулок, дом 3, строение 1",30,37.62158794623811,55.76536695677397,"{type=Point, coordinates=[37.62158794623811, 55.765366956773974]}",Маленький
40,780,Бар «Брюс»,637415737,бар,Центральный административный округ,Пресненский район,"город Москва, Брюсов переулок, дом 2/14, строение 1",40,37.606109699985105,55.75788505035629,"{type=Point, coordinates=[37.6061096999851, 55.7578850503563]}",Средний
41,804,Марсала,637416957,бар,Центральный административный округ,Басманный район,"город Москва, Новорязанская улица, дом 38",50,37.67020061657801,55.771154341306655,"{type=Point, coordinates=[37.67020061657801, 55.77115434130666]}",Средний
42,902,Sweet Smoke,637421397,бар,Центральный административный округ,Тверской район,"город Москва, улица Петровка, дом 17, строение 3",30,37.61455126401661,55.763829074746035,"{type=Point, coordinates=[37.61455126401662, 55.763829074746035]}",Маленький
43,941,Салли о Брайенс,637423385,бар,Центральный административный округ,район Якиманка,"город Москва, улица Большая Полянка, дом 1/3",46,37.616535409069186,55.7417244738958,"{type=Point, coordinates=[37.6165354090692, 55.7417244738958]}",Средний
44,952,Lock Stock,637423896,бар,Восточный административный округ,район Преображенское,"город Москва, Преображенская улица, дом 2",70,37.70583361604999,55.7944963638262,"{type=Point, coordinates=[37.70583361605, 55.7944963638262]}",Средний
45,1006,Пивной бар Парка,637426177,бар,Центральный административный округ,район Замоскворечье,"город Москва, Пятницкая улица, дом 22, строение 1",45,37.628289227239534,55.74150947223149,"{type=Point, coordinates=[37.62828922723954, 55.741509472231485]}",Средний
46,1008,Бар-буфет Николай,637426309,бар,Центральный административный округ,район Замоскворечье,"город Москва, Пятницкая улица, дом 53/18, строение 1",43,37.62797980469012,55.73480609082689,"{type=Point, coordinates=[37.62797980469012, 55.73480609082689]}",Средний
47,1040,Винный базар «Корка»,637427663,бар,Центральный административный округ,Пресненский район,"город Москва, Большая Садовая улица, дом 1",20,37.59067249907372,55.76636304533472,"{type=Point, coordinates=[37.59067249907372, 55.766363045334714]}",Маленький
48,1047,LAWSON BAR,637427926,бар,Центральный административный округ,Тверской район,"город Москва, Садовая-Каретная улица, дом 24/7",9,37.61173639214247,55.77298423464731,"{type=Point, coordinates=[37.61173639214247, 55.77298423464731]}",Маленький
49,1053,"Бельгийская брассери 0,33",637428192,бар,Центральный административный округ,Красносельский район,"город Москва, Садовая-Спасская улица, дом 17/2",120,37.646768,55.769859,"{type=Point, coordinates=[37.646768, 55.769859]}",Большой
50,1054,Lacky Ducks bar,637428239,бар,Центральный административный округ,Красносельский район,"город Москва, Садовая-Спасская улица, дом 19, корпус 2",30,37.648208000000004,55.769948,"{type=Point, coordinates=[37.648208, 55.769948]}",Маленький
51,1116,Barbecue Beer Bar,637431242,бар,Центральный административный округ,Красносельский район,"город Москва, улица Сретенка, дом 26/1",45,37.63273915242457,55.77032031543168,"{type=Point, coordinates=[37.63273915242457, 55.77032031543168]}",Средний
52,1118,I Like Craft,637431322,бар,Центральный административный округ,Красносельский район,"город Москва, Сретенский бульвар, дом 7",32,37.63428493860122,55.766795175647566,"{type=Point, coordinates=[37.634284938601226, 55.76679517564756]}",Средний
53,1125,Бар «Wisky room»,637431589,бар,Центральный административный округ,Пресненский район,"город Москва, Леонтьевский переулок, дом 8, строение 1",26,37.603228764425275,55.759107921184814,"{type=Point, coordinates=[37.60322876442526, 55.75910792118481]}",Маленький
54,1134,Бирмаркет,637431993,бар,Центральный административный округ,Тверской район,"город Москва, Страстной бульвар, дом 4, строение 3",20,37.60845020085444,55.76520616538485,"{type=Point, coordinates=[37.608450200854435, 55.76520616538486]}",Маленький
55,1136,Хукан,637432116,бар,Центральный административный округ,Тверской район,"город Москва, Страстной бульвар, дом 4, строение 3",48,37.608259561630966,55.76501718437442,"{type=Point, coordinates=[37.60825956163097, 55.76501718437442]}",Средний
56,1137,Север,637432119,бар,Центральный административный округ,Тверской район,"город Москва, Страстной бульвар, дом 4, строение 3",48,37.608259561630966,55.76501718437442,"{type=Point, coordinates=[37.60825956163097, 55.76501718437442]}",Средний
57,1139,Крафт Стейшн,637432178,бар,Центральный административный округ,Тверской район,"город Москва, Страстной бульвар, дом 4, строение 3",30,37.60845020085444,55.76520616538485,"{type=Point, coordinates=[37.608450200854435, 55.76520616538486]}",Маленький
58,1152,Тбилисо,637432784,бар,Северо-Восточный административный округ,район Северное Медведково,"город Москва, Студёный проезд, дом 36",80,37.67154815700001,55.892571554000035,"{type=Point, coordinates=[37.67154815700002, 55.89257155400003]}",Большой
59,1176,69 pints,637433821,бар,Северо-Западный административный округ,район Южное Тушино,"город Москва, Сходненская улица, дом 31",8,37.43883971634637,55.84745054636242,"{type=Point, coordinates=[37.43883971634636, 55.847450546362424]}",Маленький
60,1187,Паб Гастро Моментс,637434402,бар,Центральный административный округ,район Замоскворечье,"город Москва, Татарская улица, дом 7, строение 1",18,37.638838723195036,55.73367491317885,"{type=Point, coordinates=[37.638838723195036, 55.73367491317884]}",Маленький
61,1197,Винный бар 13,637434800,бар,Центральный административный округ,Тверской район,"город Москва, 4-я Тверская-Ямская улица, дом 13",36,37.59698664260889,55.772260369390594,"{type=Point, coordinates=[37.59698664260889, 55.77226036939059]}",Средний
62,1222,Пиво,637435976,бар,Северо-Западный административный округ,район Южное Тушино,"город Москва, Туристская улица, дом 1",10,37.4235602842405,55.84468516419711,"{type=Point, coordinates=[37.4235602842405, 55.8446851641971]}",Маленький
63,1228,Кафе «Mr. Ambar»,637436284,бар,Северо-Западный административный округ,район Покровское-Стрешнево,"город Москва, Вишнёвая улица, дом 2/14",20,37.446748010604594,55.82723405542034,"{type=Point, coordinates=[37.446748010604594, 55.82723405542034]}",Маленький
64,1275,КАФЕ БАР-КАРАОКЕ,637438190,бар,Центральный административный округ,район Хамовники,"город Москва, Фрунзенская набережная, дом 14",25,37.593184857619356,55.73091404377536,"{type=Point, coordinates=[37.59318485761937, 55.73091404377535]}",Маленький
65,1303,Джон Донн,637439235,бар,Центральный административный округ,Басманный район,"город Москва, улица Маросейка, дом 15",35,37.636763714416,55.757860902262294,"{type=Point, coordinates=[37.636763714416, 55.7578609022623]}",Средний
66,1305,Хлеб и Вино,637439238,бар,Центральный административный округ,Басманный район,"город Москва, улица Маросейка, дом 15",54,37.6368584852073,55.7579561816953,"{type=Point, coordinates=[37.6368584852073, 55.75795618169531]}",Средний
67,1324,Кафе-бар Проточный,637440005,бар,Центральный административный округ,район Арбат,"город Москва, Новинский бульвар, дом 1/2",30,37.582406638814724,55.75062356372364,"{type=Point, coordinates=[37.58240663881473, 55.75062356372364]}",Маленький
68,1341,19bar Atmosphere,637440668,бар,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 19",90,37.64626895463978,55.759822942638756,"{type=Point, coordinates=[37.64626895463979, 55.75982294263876]}",Большой
69,1348,Румор,637440856,бар,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 21-23/25, строение 1",64,37.64707943388989,55.759798843276215,"{type=Point, coordinates=[37.64707943388989, 55.759798843276215]}",Средний
70,1349,Диссидент,637440869,бар,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 21-23/25, строение 4",50,37.6471170412122,55.7601428309578,"{type=Point, coordinates=[37.6471170412122, 55.7601428309578]}",Средний
71,1354,Veladora. Tacos y Tragos,637441113,бар,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 2/1, строение 1",45,37.63949697848996,55.75819203486044,"{type=Point, coordinates=[37.63949697848996, 55.758192034860436]}",Средний
72,1371,КрафтМен,637462687,бар,Центральный административный округ,Басманный район,"город Москва, Чистопрудный бульвар, дом 10, строение 1",35,37.64213248698919,55.76224304926678,"{type=Point, coordinates=[37.64213248698919, 55.76224304926677]}",Средний
73,1408,Хуторок,637464297,бар,Юго-Восточный административный округ,район Печатники,"город Москва, Шоссейная улица, дом 31, корпус 2",9,37.72458652136617,55.68033987325482,"{type=Point, coordinates=[37.72458652136617, 55.68033987325482]}",Маленький
74,1418,Пиво-воды,637464621,бар,Восточный административный округ,район Гольяново,"город Москва, Щёлковское шоссе, дом 85, корпус 1",22,37.81639696743121,55.81209777643196,"{type=Point, coordinates=[37.81639696743121, 55.812097776431955]}",Маленький
75,1439,БАР ПРИ «ДВОРЦЕ БРАКОСОЧЕТАНИЯ»,637465643,бар,Юго-Восточный административный округ,район Текстильщики,"город Москва, улица Юных Ленинцев, дом 35, корпус 1",15,37.745892070395,55.7004609378491,"{type=Point, coordinates=[37.745892070395, 55.7004609378491]}",Маленький
