,Unnamed: 0,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData,SeatClass
289,1595,Торо Грриль,637474891,ресторан,Юго-Восточный административный округ,Южнопортовый район,"город Москва, 3-й Крутицкий переулок, дом 11",180,37.666514776807205,55.7311862455448,"{type=Point, coordinates=[37.6665147768072, 55.7311862455448]}",Большой
290,1598,Рыбачка Соня,637475028,ресторан,Юго-Западный административный округ,Обручевский район,"город Москва, улица Архитектора Власова, дом 20",80,37.543314985441945,55.67076496436458,"{type=Point, coordinates=[37.543314985441945, 55.67076496436459]}",Средний
291,1603,Италония,637475293,ресторан,Юго-Западный административный округ,район Южное Бутово,"город Москва, Южнобутовская улица, дом 69",50,37.527732990844,55.535164536052704,"{type=Point, coordinates=[37.527732990844, 55.5351645360527]}",Маленький
292,1608,Якитория,637475431,ресторан,Юго-Западный административный округ,район Северное Бутово,"город Москва, бульвар Дмитрия Донского, дом 11",150,37.57621912748047,55.566739789556216,"{type=Point, coordinates=[37.57621912748047, 55.56673978955622]}",Большой
293,1613,Точка кипения,637475616,ресторан,Юго-Западный административный округ,Гагаринский район,"город Москва, улица Дмитрия Ульянова, дом 5",86,37.566693686109794,55.6951833981902,"{type=Point, coordinates=[37.5666936861098, 55.6951833981902]}",Средний
294,1628,Росичъ,637476140,ресторан,Западный административный округ,район Очаково-Матвеевское,"город Москва, Нежинская улица, дом 9, корпус 1",45,37.4745093426004,55.7109438043257,"{type=Point, coordinates=[37.4745093426004, 55.7109438043257]}",Маленький
295,1631,РЕСТОРАН «СКАЙ КЛУБ»,637476249,ресторан,Западный административный округ,район Раменки,"город Москва, Минская улица, дом 1Г, корпус 1",40,37.5019786928385,55.71319230286911,"{type=Point, coordinates=[37.5019786928385, 55.7131923028691]}",Маленький
296,1639,ЧУРЧХЕЛЛА,637476565,ресторан,Западный административный округ,район Дорогомилово,"город Москва, Бережковская набережная, дом 12",80,37.564440303446304,55.737936894841006,"{type=Point, coordinates=[37.5644403034463, 55.737936894841]}",Средний
297,1640,Хилс,637476571,ресторан,Западный административный округ,район Крылатское,"город Москва, улица Крылатские Холмы, дом 7, корпус 2",126,37.42317404614151,55.7487922365098,"{type=Point, coordinates=[37.4231740461415, 55.7487922365098]}",Большой
298,1645,Ресторанный дворик «Рублев»,637476774,ресторан,Западный административный округ,район Крылатское,"город Москва, Рублёвское шоссе, дом 48/1",100,37.4063619590357,55.753677019521106,"{type=Point, coordinates=[37.4063619590357, 55.7536770195211]}",Средний
299,1656,РЕСТОРАН-КЛУБ «АНАНАС»,637477199,ресторан,Северо-Западный административный округ,район Митино,"город Москва, улица Генерала Белобородова, дом 11",190,37.3543098313892,55.8367518881832,"{type=Point, coordinates=[37.3543098313892, 55.8367518881832]}",Большой
300,1661,УРЮК,637477514,ресторан,Северо-Западный административный округ,район Хорошёво-Мнёвники,"город Москва, проспект Маршала Жукова, дом 48, корпус 1",130,37.4658104396427,55.7776935216226,"{type=Point, coordinates=[37.4658104396427, 55.7776935216226]}",Большой
301,1662,Сосны,637477565,ресторан,Северо-Западный административный округ,район Хорошёво-Мнёвники,"город Москва, 1-я линия Хорошёвского Серебряного Бора, домовладение 10, строение 1",30,37.4400290475914,55.7865262300702,"{type=Point, coordinates=[37.4400290475914, 55.7865262300702]}",Маленький
