,NAME,MAN_MADE,LEISURE,AMENITY,OFFICE,SHOP,TOURISM,SPORT,OSM_TYPE,OSM_ID,geometry
9,Трактир,,,restaurant,,,,,node,379767816,POINT (37.715506 55.7564826)
15,Brussels,,,cafe,,,,,node,382926608,POINT (37.5677648 55.8124807)
16,Креветка,,,cafe,,,,,node,112549000,POINT (37.5271538 55.6517026)
22,Якитория,,,restaurant,,,,,node,411299605,POINT (37.3533887 55.6372787)
43,I like bar,,,restaurant,,,,,node,431440140,POINT (37.6084734 55.7161574)
46,Бенвенуто,,,restaurant,,,,,node,433333411,POINT (37.7201561 55.616142)
74,Макдоналдс,,,fast_food,,,,,node,411303460,POINT (37.6023619 55.8851057)
97,KFC,,,fast_food,,,,,node,452627478,POINT (37.7655091 55.7061931)
108,,,,restaurant,,,,,node,454538161,POINT (37.6835869 55.6182369)
116,IL Патио,,,restaurant,,,,,node,452627477,POINT (37.7653731 55.7063944)
120,Столовая ЦИАМ,,,fast_food,,,,,node,460418837,POINT (37.7098885 55.758985)
122,Макдоналдс,,,fast_food,,,,,node,447943980,POINT (37.7047054 55.8656313)
130,True Burgers,,,cafe,,,,,node,469372549,POINT (37.5609638 55.7464981)
135,Планета,,,restaurant,,,,,node,470842295,POINT (37.5175147 55.6458584)
137,Сахара,,,cafe,,,,,node,460433746,POINT (37.5767712 55.580458)
139,Пельмешка,,,cafe,,,,,node,453233907,POINT (37.6651231 55.7322108)
141,,,,bar,,,,,node,470836553,POINT (37.5264122 55.6437075)
158,Эгриси,,,restaurant,,,,,node,474957327,POINT (37.6964277 55.6115297)
160,Макдоналдс,,,fast_food,,,,,node,474781485,POINT (37.6236458 55.6336394)
170,Планета Суши,,,restaurant,,,,,node,474781487,POINT (37.6240009 55.6337074)
172,Уют,,,restaurant,,,,,node,475001462,POINT (37.7212719 55.6900095)
175,,,,cafe,,,,,node,479731680,POINT (37.5410692 55.6560377)
178,KFC,,,fast_food,,,,,node,474781490,POINT (37.6237773 55.633543)
188,Макдоналдс,,,fast_food,,,,,node,478801671,POINT (37.566261 55.7459087)
211,KFC,,,fast_food,,,,,node,480915614,POINT (37.5474888 55.9016792)
221,KFC,,,fast_food,,,,,node,480803501,POINT (37.5546714 55.6713304)
230,Бакинский бульвар,,,restaurant,,,,,node,505069117,POINT (37.5937757 55.6416706)
237,,,,cafe,,,,,node,505182654,POINT (37.788666 55.7018928)
239,Наполеон,,,restaurant,,,,,node,480056693,POINT (37.5329686 55.6784974)
263,На изумрудной,,,cafe,,,,,node,520358965,POINT (37.6839384 55.871815)
264,Макдоналдс,,,fast_food,,,,,node,524465310,POINT (37.601586 55.6904958)
267,Крошка Картошка,,,fast_food,,,,,node,524512020,POINT (37.6592025 55.7565416)
271,Подвальчик,,,pub,,,,,node,520359002,POINT (37.6629616 55.8688272)
274,Нияма,,,restaurant,,,,,node,498422174,POINT (37.5430059 55.5468493)
280,Грабли,,,cafe,,,,,node,524699949,POINT (37.6234801 55.7100676)
281,Планета Суши,,,restaurant,,,,,node,524699952,POINT (37.6236153 55.7099669)
285,Империал,,,pub,,,,,node,527735762,POINT (37.6612355 55.8647502)
287,Чебуреки+,,,fast_food,,,,,node,528294982,POINT (37.662638 55.8695047)
291,Пикник на обочине,,,restaurant,,,,,node,518639913,POINT (37.3004373 55.4665518)
292,Этаж,,,restaurant,,,,,node,524699955,POINT (37.6222354 55.707908)
308,Шоколадница,,,cafe,,,,,node,529550645,POINT (37.5976859 55.7686937)
309,New York Pizza,,,fast_food,,,,,node,523329027,POINT (37.5279942 55.6920292)
315,Макдоналдс,,,fast_food,,,,,node,529550637,POINT (37.6107581 55.7589521)
322,,,,restaurant,,,,10pin,node,550381920,POINT (37.637455 55.8692506)
328,Сбарро,,,cafe,,,,,node,546665319,POINT (37.6055185 55.6227585)
331,Кофе Хауз,,,cafe,,,,,node,560539617,POINT (37.6353539 55.7305622)
336,Макдоналдс,,,fast_food,,,,,node,540757694,POINT (37.5428667 55.5484151)
354,Москвич кафе-бар,,,cafe,,,,,node,533896801,POINT (37.7360995 55.7048721)
361,Эссе,,,cafe,,,,,node,564862319,POINT (37.7747628 55.7990447)
365,Навруз. Туркистан чайхана,,,restaurant,,,,,node,571445154,POINT (37.6241059 55.7286034)
373,Старая карта,,,pub,,,,,node,576375498,POINT (37.6764585 55.8698139)
376,Ботик Петра,,,restaurant,,,,,node,575983581,POINT (37.5681869 55.6948014)
387,Чёрная каракатица,,,pub,,,,,node,580988627,POINT (37.5188668 55.6314274)
389,ШтирБирЛиц,,,pub,,,,,node,571529955,POINT (37.6490151 55.8189999)
391,Макдоналдс,,,fast_food,,,,,node,581903808,POINT (37.5992878 55.5836781)
392,Му-Му,,,cafe,,,,,node,572196515,POINT (37.6809181 55.7897996)
396,Папа Джонс,,,cafe,,,,,node,566124580,POINT (37.6505283 55.8134172)
412,,,,food_court,,,,,node,581872925,POINT (37.4447778 55.8266404)
414,,,,ice_cream,,,,,node,576375541,POINT (37.6796349 55.8695651)
417,,,,bar,,,,,node,586747280,POINT (37.7436015 55.6144613)
447,,,,cafe,,,,,node,585077210,POINT (37.7839121 55.7181527)
451,Колбасофф,,,pub,,,,,node,595517187,POINT (37.6638934 55.7399994)
456,Ян Примус,,,restaurant,,,,,node,593389115,POINT (37.5168201 55.6472086)
502,Заречье,,,restaurant,,,,,node,604020958,POINT (37.3063398 55.4942524)
527,Кафе 100%,,,restaurant,,,,,node,610506608,POINT (37.3924197 55.8139425)
530,Цвет граната,,,restaurant,,,,,node,612043301,POINT (37.6551298 55.8384021)
550,Столовая сектора В,,,cafe,,,,,node,611786771,POINT (37.530274 55.703215)
562,Панчо пицца,,,restaurant,,,,,node,617530825,POINT (37.581502 55.8060392)
565,Иль Марани,,,restaurant,,,,,node,614874502,POINT (37.489346 55.8475814)
568,Alberobello,,,restaurant,,,,,node,618000406,POINT (37.5442433 55.6861976)
586,Крепери Де Пари,,,cafe,,,,,node,618641287,POINT (37.6771077 55.7880698)
599,,,,cafe,,,,,node,621171398,POINT (37.7325016 55.7948327)
601,Столовая,,,cafe,,,,,node,621223597,POINT (37.4645002 55.610536)
603,Крошка Картошка,,,fast_food,,,,,node,621787541,POINT (37.7595082 55.6255691)
604,,,,cafe,,,,,node,620786539,POINT (37.5845502 55.8029452)
606,Ampere,,,pub,,,,,node,620004660,POINT (37.5845376 55.7972707)
608,Бакинский Дворик,,,restaurant,,,,,node,620581613,POINT (37.6760031 55.7858295)
613,Турандот,,,restaurant,,,,,node,623350670,POINT (37.6042918 55.7630488)
614,,,,restaurant,,,,,node,621186452,POINT (37.59252 55.8632157)
618,Якитория,,,restaurant,,,,,node,620071706,POINT (37.4232109 55.876412)
627,Восточный сад,,,restaurant,,,,,node,620581631,POINT (37.6897843 55.7840725)
633,Сирена,,,restaurant,,,,,node,631020228,POINT (37.6398424 55.7747959)
636,Япоша,,,restaurant,,,,,node,633125941,POINT (37.5086052 55.6176725)
645,"Кафе ""Город""",,,restaurant,,,,,node,629313542,POINT (37.7335838 55.7282458)
653,Хижина,,,restaurant,,,,,node,620581662,POINT (37.6792378 55.7849412)
657,Люкс,,,restaurant,,,,,node,628734941,POINT (37.4701625 55.6759701)
669,Япоша,,,restaurant,,,,,node,638970053,POINT (37.6075857 55.6217884)
692,Mистер Beer'kin,,,pub,,,,,node,639972876,POINT (37.6813219 55.7724715)
711,Две палочки,,,restaurant,,,,,node,643528652,POINT (37.6815688 55.7715999)
736,Колбасофф,,,restaurant,,,,,node,651300490,POINT (37.6048278 55.6474072)
747,Макдоналдс,,,fast_food,,,,,node,665172048,POINT (37.5529454 55.6699276)
755,Шоколадница,,,cafe,,,,,node,665546035,POINT (37.5180462 55.7352218)
761,Чикен Китчен,,,fast_food,,,,,node,666283685,POINT (37.6763009 55.8705149)
766,Блинница,,,fast_food,,,,,node,668734079,POINT (37.4969281 55.8230092)
768,Теремок,,,fast_food,,,,,node,668734089,POINT (37.4968868 55.8235859)
769,Дорф,,,pub,,,,,node,665334586,POINT (37.5245483 55.6420089)
772,Лит.Ra,,,pub,,,,,node,660561851,POINT (37.7430495 55.6053055)
775,Baggeteria,,,fast_food,,,,,node,668734083,POINT (37.4969198 55.8231542)
777,Quick,,,fast_food,,,,,node,668734094,POINT (37.4968567 55.8240438)
781,KFC,,,fast_food,,,,,node,668734075,POINT (37.4969428 55.8226634)
785,Денисъ Давыдовъ,,,restaurant,,,,,node,674037557,POINT (37.5084828 55.8076949)
796,Воккер,,,fast_food,,,,,node,668734077,POINT (37.4969333 55.8228734)
800,Трын-Трава,,,restaurant,,,,,node,676893854,POINT (37.4177005 55.7341176)
812,Поль Бейкери,,,cafe,,bakery,,,node,668734086,POINT (37.4969072 55.8233681)
824,Репин,,,cafe,,,,,node,677616611,POINT (37.4865478 55.8821403)
838,Дранкен Дак Паб,,,pub,,,,,node,666732562,POINT (37.5239009 55.6420954)
847,Rumor,,,bar,,,,,node,677322344,POINT (37.6473233 55.7597256)
850,Якитория,,,restaurant,,,,,node,685199953,POINT (37.3863072 55.8357449)
896,Хижина,,,restaurant,,,,,node,701734699,POINT (37.5925951 55.6174314)
903,Кампус,,,restaurant,,,,,node,702805253,POINT (37.5847845 55.7395493)
917,Макдоналдс,,,fast_food,,,,,node,700880486,POINT (37.7181004 55.6122238)
919,Му-Му,,,fast_food,,,,,node,705409493,POINT (37.7203127 55.7830372)
934,El Inka,,,restaurant,,,,,node,699012867,POINT (37.4822726 55.7998081)
954,Пекарня Маман,,,cafe,,,,,node,708334383,POINT (37.7210495 55.783492)
957,Аромат востока,,,restaurant,,,,,node,704440624,POINT (37.8252801 55.7185678)
965,,,,fast_food,,,,,node,726624780,POINT (37.5299709 55.6453068)
977,KFC,,,fast_food,,,,,node,738420230,POINT (37.592592 55.7954396)
1002,IL Патио,,,restaurant,,,,,node,736060088,POINT (37.5451251 55.6888207)
1003,,,,food_court,,,,,node,751879484,POINT (37.5149248 55.8057452)
1011,Макдоналдс,,,fast_food,,,,,node,748943393,POINT (37.6343073 55.7576856)
1028,GlowSubs,,,fast_food,,,,,node,738480109,POINT (37.5428511 55.6888286)
1050,Джек Рэббит Слимс,,,bar,,,,,node,751875792,POINT (37.5036059 55.8059501)
1061,Автограф,,,restaurant,,,,,node,761159312,POINT (37.5951488 55.8985417)
1090,Золотой Фазан,,,restaurant,,,,,node,783863811,POINT (37.3563881 55.5976559)
1094,Твое кафе,,,cafe,,,,,node,772798082,POINT (37.7084841 55.7590525)
1100,,,,cafe,,,,,node,776358337,POINT (37.4342056 55.8607219)
1101,Экспедиция,,,restaurant,,,,,node,795880842,POINT (37.6419344 55.7519339)
1102,Шпиль,,,bar,,,,,node,769036775,POINT (37.7758709 55.7454272)
1104,Охотник,,,restaurant,,,,,node,797068525,POINT (37.2111396 55.9956202)
1120,Кирпич,,,cafe,,,,,node,794349732,POINT (37.6571677 55.888159)
1136,Хинкальный дом Колхида,,,restaurant,,,,,node,813653325,POINT (37.5867684 55.763295)
1145,Belgeek,,,pub,,,,,node,813972570,POINT (37.6004557 55.755581)
1149,Джон Донн,,,pub,,,,,node,813972222,POINT (37.6005392 55.7554704)
1151,Бублик,,,restaurant,,,,,node,813972384,POINT (37.6036648 55.7623883)
1153,Glenuill,,,restaurant,,,,,node,813653218,POINT (37.6194166 55.7732997)
1156,Market,,,restaurant,,,,,node,813653524,POINT (37.6188237 55.7732433)
1157,Subway,,,fast_food,,,,,node,813972707,POINT (37.6001054 55.7516598)
1160,Кофе Хауз,,,cafe,,,,,node,813972077,POINT (37.6107617 55.7667104)
1161,Yoko,,,restaurant,,,,,node,815405665,POINT (37.6044129 55.7433214)
1162,Недальний восток,,,restaurant,,,,,node,813972239,POINT (37.6001889 55.7604255)
1167,Шоколадница,,,cafe,,,,,node,813653471,POINT (37.5933715 55.7673084)
1172,Венеция,,,restaurant,,,,,node,813972449,POINT (37.608028 55.7652596)
1175,Шоколадница,,,cafe,,,,,node,820839909,POINT (37.6523793 55.7671503)
1176,Айва,,,cafe,,,,,node,813653880,POINT (37.5880578 55.7629963)
1179,Ёлки-Палки,,,restaurant,,,,,node,825947758,POINT (37.4643158 55.8096264)
1180,Алтаргана,,,cafe,,,,,node,820839905,POINT (37.6526184 55.7674005)
1182,Палео,,,cafe,,,,,node,814619201,POINT (37.6508627 55.6786533)
1185,Vаниль,,,restaurant,,,,,node,815405715,POINT (37.6024372 55.7440822)
1187,Чайхона №1,,,restaurant,,,,,node,820839968,POINT (37.6559443 55.7638151)
1189,Country Chicken,,,fast_food,,,,,node,818590826,POINT (37.5557866 55.565692)
1235,Чебуречная № 1,,,cafe,,,,,node,837957518,POINT (37.66028 55.6775693)
1241,Старбакс,,,cafe,,,,,node,874148874,POINT (37.5646467 55.7442707)
1246,,,,cafe,,,,,node,884420369,POINT (37.5291199 55.7001394)
1248,Столовая В «Профессура»,,,cafe,,,,,node,884420426,POINT (37.530289 55.702891)
1256,,,,cafe,,,,,node,868015916,POINT (37.5339605 55.8766103)
1263,Шоколадница,,,cafe,,,,,node,890694168,POINT (37.5336446 55.6932599)
1265,Романофф,,,fast_food,,,,,node,891342260,POINT (37.6515947 55.7221456)
1266,,,,fast_food,,,,,node,891623923,POINT (37.6306878 55.7109712)
1274,Friends&Family,,,restaurant,,,,,node,893925470,POINT (37.4058202 55.7577568)
1279,Кофе Хауз,,,cafe,,,,,node,898035525,POINT (37.4191282 55.7184699)
1280,Шоколадница,,,cafe,,,,,node,899760417,POINT (37.4385703 55.8461284)
1283,Везувио,,,restaurant,,,,,node,896800670,POINT (37.5492639 55.6830405)
1289,GlowSubs,,,fast_food,,,,,node,890694164,POINT (37.5341159 55.6935908)
1293,,,,food_court,,,,,node,902317245,POINT (37.5450747 55.8640107)
1320,,,,restaurant,,,,,node,906766007,POINT (37.5835282 55.655016)
1325,Шоколадница,,,cafe,,,,,node,911553811,POINT (37.608843 55.719227)
1343,Территория,,,bar,,,,,node,906722921,POINT (37.7665191 55.653525)
1367,,,,ice_cream,,,,,node,918002011,POINT (37.7875913 55.7970159)
1372,Гаврош,,,cafe,,,,,node,920595126,POINT (37.488289 55.7346458)
1373,Шоколадница,,,cafe,,,,,node,923226213,POINT (37.4846421 55.7390749)
1391,Starbucks,,,cafe,,,,,node,927219928,POINT (37.4665255 55.6771809)
1407,Аквариум,,,cafe,,,,,node,932154909,POINT (37.594626 55.8891575)
1410,Кофе Хауз,,,cafe,,,,,node,926534267,POINT (37.5070676 55.6182552)
1431,El Caracol,,,cafe,,,,,node,939080251,POINT (37.709086 55.7852)
1437,Такэ,,,restaurant,,,,,node,940730335,POINT (37.5732294 55.6883768)
1438,Лига Пап,,,pub,,,,,node,941301023,POINT (37.6309256 55.7653264)
1439,Кулинарная лавка братьев Караваевых,,,cafe,,,,,node,941316003,POINT (37.5892139 55.7626987)
1445,Му-Му,,,cafe,,,,,node,941766623,POINT (37.6384319 55.8081589)
1446,Грабли,,,cafe,,,,,node,941766683,POINT (37.6359565 55.8103425)
1468,"Корчма ""Тарас Бульба""",,,restaurant,,,,,node,948229028,POINT (37.7453821 55.6512448)
1479,Пироги-Штрассе,,,fast_food,,,,,node,954877027,POINT (37.5740054 55.5113312)
1481,,,,bar,,,,,node,954878666,POINT (37.5753511 55.5121038)
1489,Шашлык-Машлык,,,restaurant,,,,,node,923226224,POINT (37.4848234 55.7388076)
1493,,,,cafe,,,,,node,954876627,POINT (37.5641701 55.5110126)
1508,Пироговая М.В. Рогова,,,cafe,,,,,node,954912191,POINT (37.5341991 55.690963)
1519,Барнаба,,,restaurant,,,,,node,958537202,POINT (37.4191975 55.7582418)
1537,Торро Гриль,,,restaurant,,,,,node,969003598,POINT (37.5863577 55.7780816)
1542,Папа Джонс,,,cafe,,,,,node,971104714,POINT (37.50604 55.7432939)
1552,Суши Wok,,,fast_food,,convenience,,,node,971974515,POINT (37.6204971 55.7932899)
1557,Пронто,,,fast_food,,,,,node,973702220,POINT (37.6063779 55.640285)
1567,X.O.,,,restaurant,,,,,node,976992941,POINT (37.6416258 55.8566078)
1568,Кулинарная лавка братьев Караваевых,,,cafe,,,,,node,977446534,POINT (37.6536308 55.7428588)
1570,Тануки,,,restaurant,,,,,node,979290944,POINT (37.6392366 55.8117431)
1572,Бирхаус,,,pub,,,,,node,979291014,POINT (37.6394595 55.8156723)
1582,Булка,,,cafe,,bakery,,,node,984569773,POINT (37.5860675 55.7737934)
1585,Вареничная №1,,,restaurant,,,,,node,984661289,POINT (37.5839239 55.774668)
1586,Теремок,,,fast_food,,,,,node,985222614,POINT (37.6345789 55.7575201)
1611,Монте Кристо,,,restaurant,,,,,node,992272731,POINT (37.7305991 55.6438037)
1631,Макдоналдс,,,fast_food,,,,,node,1000096464,POINT (37.1752017 55.9828153)
1639,Омулевая бочка,,,restaurant,,,,,node,1001464571,POINT (37.6502877 55.7610105)
1648,Березовая роща,,,restaurant,,,,,node,1004080372,POINT (37.5123977 55.7889935)
1657,Кофе Хауз,,,cafe,,,,,node,1005932671,POINT (37.6375603 55.8067795)
1675,Бильярд-клуб «Пул-хаус»,,,bar,,,,,node,1012673240,POINT (37.2166807 55.999827)
1676,Бакинский бульвар,,,restaurant,,,,,node,1012808471,POINT (37.5129659 55.7381367)
1690,Чайхона Аль Халяль,,,restaurant,,,,,node,1017824154,POINT (37.5166253 55.6775911)
1717,,,,cafe,,,,,node,966291996,POINT (37.4830885 55.7698272)
1728,Starbucks,,,cafe,,,,,node,927228023,POINT (37.4906549 55.6038058)
1747,Кофе Хауз,,,cafe,,,,,node,962961059,POINT (37.5735495 55.8194267)
1780,Якитория,,,restaurant,,,,,node,1039039698,POINT (37.8131162 55.7517892)
1800,Русский лес,,,cafe,,,,,node,1055522361,POINT (37.2110876 56.001766)
1809,Диалог,,,cafe,,,,,node,1055522414,POINT (37.1991431 56.0098806)
1811,,,,ice_cream,,,,,node,1057054764,POINT (37.5460287 55.5448679)
1824,Домино’c Пицца,,,fast_food,,,,,node,1054884152,POINT (37.5543355 55.5508318)
1850,Домашний,,,cafe,,,,,node,1067414772,POINT (37.5864144 55.8009685)
1863,,,,fast_food,,,,,node,1073098432,POINT (37.6790967 55.7885899)
1864,Шоколадница,,,cafe,,,,,node,1066700444,POINT (37.4918786 55.6832662)
1869,Фестивальное,,,cafe,,,,,node,1074714681,POINT (37.6227174 55.7545821)
1870,Столовая №57,,,fast_food,,,,,node,1074714713,POINT (37.6232646 55.7543044)
1878,Три мудреца,,,restaurant,,,,,node,1072678723,POINT (37.6803562 55.7776195)
1889,,,,cafe,,,,,node,1082890486,POINT (37.6585419 55.5840124)
1895,Крылья,,,pub,,,,,node,1078322809,POINT (37.7052147 55.6226068)
1932,Тайна,,,restaurant,,,,,node,1072770447,POINT (37.6848622 55.8859891)
1939,Багеттерия,,,cafe,,,,,node,1099915309,POINT (37.6219655 55.7091356)
1943,Legio,,,fast_food,,,,,node,1096973200,POINT (37.5556102 55.5654778)
1946,Кофе Хауз,,,cafe,,,,,node,1099916470,POINT (37.6223537 55.709483)
1951,Кебаб Тун,,,cafe,,,,,node,1099915502,POINT (37.6220185 55.7094503)
1952,Макдоналдс,,,fast_food,,,,,node,1098870076,POINT (37.6384033 55.765327)
1953,Шейх палас,,,restaurant,,,,,node,1102094189,POINT (37.5462045 55.7387188)
1955,Ташир Пицца,,,cafe,,,,,node,1099915466,POINT (37.6220254 55.7094982)
1958,Tehnikum,,,restaurant,,,,,node,1098001563,POINT (37.6148968 55.7607787)
1962,Этаж,,,restaurant,,,,,node,1099916047,POINT (37.6223109 55.7080597)
1964,Сушитун,,,cafe,,,,,node,1099917079,POINT (37.6222176 55.7078489)
1965,Сестры,,,restaurant,,,,,node,1100687467,POINT (37.4988826 55.7910295)
1969,Крошка Картошка,,,fast_food,,,,,node,1099915414,POINT (37.6223256 55.7092661)
1970,Сливки-Оливки,,,cafe,,,,,node,1102361832,POINT (37.2221415 55.9990165)
1983,Кукушка,,,restaurant,,,,,node,1111717651,POINT (37.6240418 55.7611536)
1990,Берлога,,,restaurant,,,,,node,1109036271,POINT (37.6019081 55.7794296)
2010,УДОНъяСАН,,,cafe,,,,,node,1099915439,POINT (37.6220093 55.7093406)
2014,,,,cafe,,,,,node,1118973599,POINT (37.4047502 55.7677056)
2035,IL Патио,,,restaurant,,,,,node,1113593209,POINT (37.5961583 55.770209)
2042,Сандык,,,restaurant,,,,,node,1116018761,POINT (37.3641796 55.8503864)
2136,Хинкальная,,,restaurant,,,,,node,1138073297,POINT (37.4771492 55.673424)
2142,Джем,,,restaurant,,,,,node,1140763743,POINT (37.6763636 55.7579947)
2143,Кофе Хауз,,,cafe,,,,,node,1140804624,POINT (37.6128462 55.7351014)
2146,,,,restaurant,,,,,node,1140904465,POINT (37.2113237 55.996395)
2156,Буржуй,,,cafe,,,,,node,1142038268,POINT (37.6718904 55.7748626)
2164,Старбакс,,,cafe,,,,,node,1141991492,POINT (37.5876608 55.7746715)
2165,KFC,,,fast_food,,,,,node,1140902715,POINT (37.2102999 56.002213)
2168,A'petit,,,cafe,,,,,node,1141775705,POINT (37.5990744 55.7738478)
2176,Домино’c Пицца,,,fast_food,,,,,node,1141448616,POINT (37.5911924 55.8930238)
2184,Му-Му,,,restaurant,,,,,node,1141484151,POINT (37.602252 55.885942)
2204,,,,cafe,,,,,node,1142350056,POINT (37.6134129 55.861733)
2206,Arti-Pub,,,bar,,,,,node,1149239674,POINT (37.711837 55.773603)
2207,Кружка,,,pub,,,,,node,1154350363,POINT (37.5126621 55.8030616)
2213,Кофе Хауз,,,cafe,,,,,node,1150928752,POINT (37.4493719 55.7279643)
2222,Мечта,,,restaurant,,,,,node,1157469498,POINT (37.6262384 55.7826519)
2235,Coffee Bean,,,cafe,,,,,node,1161652592,POINT (37.6058509 55.7566447)
2241,Му-Му,,,fast_food,,,,,node,1156101121,POINT (37.5313298 55.8018048)
2246,,,,bar,,,,,node,1157516046,POINT (37.6896624 55.7988848)
2253,Пиццбург,,,restaurant,,,,,node,1169682213,POINT (37.7207529 55.6151105)
2268,Мимино,,,restaurant,,,,,node,1177195846,POINT (37.5691633 55.7975266)
2279,Флэшбэк-2,,,cafe,,,,,node,1180488753,POINT (37.6220999 55.8757288)
2313,Якитория,,,restaurant,,,,,node,1185671020,POINT (37.576132 55.5664294)
2321,Золотой Орех,,,cafe,,,,,node,1195993024,POINT (37.7323404 55.6098155)
2372,Урюк,,,cafe,,,,,node,1201984193,POINT (37.5823868 55.7434144)
2373,Криспи Крим,,,cafe,,,,,node,1200737806,POINT (37.6335879 55.7802395)
2387,Рай,,,cafe,,,,,node,1206954750,POINT (37.7115551 55.6444778)
2404,СПБ,,,pub,,,,,node,1204413510,POINT (37.7078462 55.781581)
2414,Гин-но Таки,,,restaurant,,,,,node,1206955383,POINT (37.6115708 55.7304084)
2431,Золотой дракон,,,restaurant,,,,,node,1209016789,POINT (37.6518639 55.7721924)
2435,Баскет бар,,sauna,cafe,,,,,node,1207965264,POINT (37.5436549 55.7890255)
2462,Subway,,,fast_food,,,,,node,1223169308,POINT (37.6503889 55.7740037)
2480,Сбарро,,,cafe,,,,,node,1226435983,POINT (37.6205751 55.6536925)
2516,Крошка-картошка,,,fast_food,,,,,node,1226435959,POINT (37.6205741 55.6538449)
2526,Карина,,,cafe,,,,,node,1231866572,POINT (37.7233698 55.6474613)
2528,Алло! Пицца,,,cafe,,,,,node,1234190740,POINT (37.4737842 55.7843102)
2537,Шоколадница,,,cafe,,,,,node,1234547880,POINT (37.6234709 55.7279024)
2544,Pizza Hut,,,fast_food,,,,,node,1237127899,POINT (37.6572792 55.7092107)
2547,Кофе Хауз,,,cafe,,,,,node,1232862082,POINT (37.608904 55.7193462)
2561,Старое место,,,pub,,,,,node,1237182053,POINT (37.4561101 55.7847828)
2605,,,,restaurant,,,,,node,1241020477,POINT (37.6083153 55.8908247)
2614,Луч,,,bar,,,,,node,1250611565,POINT (37.5677771 55.7301402)
2619,Черчилль,,,pub,,,,,node,1249940930,POINT (37.5253831 55.8028864)
2622,KFC,,,fast_food,,,,,node,1251100927,POINT (37.7530228 55.7897062)
2623,Тамада,,,restaurant,,,,,node,1251156931,POINT (37.4952205 55.7941255)
2628,Аргумент,,,restaurant,,,,,node,1252468209,POINT (37.5320388 55.7382895)
2630,Гуси-Лебеди,,,restaurant,,,,,node,1251100937,POINT (37.746617 55.7904962)
2634,Якитория,,,restaurant,,,,,node,1252518738,POINT (37.606826 55.6419463)
2639,Ваби Саби,,,restaurant,,,,,node,1251943339,POINT (37.5906435 55.7363611)
2647,Тануки,,,restaurant,,,,,node,1253893860,POINT (37.7914188 55.7533928)
2655,Тройка,,,restaurant,,,,,node,1254374501,POINT (37.4839266 55.6259086)
2664,Китайская кухня,,,restaurant,,,,,node,1251100667,POINT (37.7477971 55.7897482)
2684,Цурцум,,,restaurant,,,,,node,1262584582,POINT (37.6647312 55.7557397)
2686,Сайгон,,,restaurant,,,,,node,1259887059,POINT (37.5928911 55.7936007)
2691,Шоколадница,,,cafe,,,,,node,1261968434,POINT (37.4948471 55.7947761)
2695,Столовая,,,fast_food,,,,,node,1262584785,POINT (37.6652565 55.7532298)
2696,Люди как люди,,,cafe,,,,,node,1262615389,POINT (37.6362037 55.7539284)
2698,Шеф Гаврилов,,,restaurant,,,,,node,1266802491,POINT (37.4828388 55.7912254)
2713,Шоколадница,,,cafe,,,,,node,1270982369,POINT (37.6787687 55.7730555)
2716,Виват-пицца,,,fast_food,,,,,node,1271026090,POINT (37.7857268 55.803087)
2724,Чайхона №1,,,restaurant,,,,,node,1271057177,POINT (37.4969963 55.6974925)
2734,Шаурма,,,fast_food,,,,,node,1263570091,POINT (37.5859097 55.8992683)
2744,Анука,,,restaurant,,,,,node,1271867253,POINT (37.5501554 55.8048908)
2751,Глобус,,,bar,,,,,node,1271867252,POINT (37.5499959 55.8035702)
2758,Fort North,,,cafe,,,,,node,1279026238,POINT (37.5635862 55.8031591)
2775,Дурдинъ,,,restaurant,,,,,node,1273421983,POINT (37.5109234 55.7059776)
2813,Тануки,,,restaurant,,,,,node,1289308677,POINT (37.8690402 55.7424807)
2831,,,,bar,,,,,node,1293971128,POINT (37.7343642 55.7830022)
2833,,,,pub,,,,,node,1290822352,POINT (37.4920204 55.7969048)
2835,Ниагара,,,pub,,,,,node,1295485139,POINT (37.5978081 55.6561439)
2853,Денисъ Давыдов,,,restaurant,,,,,node,1296119214,POINT (37.7173184 55.780178)
2857,Грабли,,,restaurant,,,,,node,1296131809,POINT (37.7179716 55.7826614)
2866,Хлеб Насущный,,,cafe,,bakery,,,node,1299350716,POINT (37.5360127 55.7466596)
2877,Свой Круг,,,cafe,,,,,node,1303012312,POINT (37.6470577 55.7260696)
2899,Чебуречная,,,cafe,,,,,node,1306492500,POINT (37.5844455 55.7743568)
2940,Халва,,,restaurant,,,,,node,1316750801,POINT (37.5952501 55.7358898)
2965,Кофе Хауз,,,cafe,,,,,node,1327921509,POINT (37.5453027 55.6872485)
2988,Пряник,,,restaurant,,,,,node,1332348600,POINT (37.5053665 55.7000881)
2992,Шоколадница,,,cafe,,,,,node,1315751113,POINT (37.5275538 55.6922365)
3025,,,,fast_food,,,,,node,1336452833,POINT (37.5499673 55.7131208)
3032,Булошная,,,restaurant,,,,,node,1341044293,POINT (37.6185049 55.7302661)
3033,Шоколадница,,,cafe,,,,,node,1344388213,POINT (37.7089356 55.7822827)
3034,Домик в деревне,,,cafe,,,,,node,1345724859,POINT (37.385912 55.6511382)
3044,Giovedi,,,restaurant,,,,,node,1346733550,POINT (37.6383176 55.7392806)
3052,,,,cafe,,,,,node,1352616311,POINT (37.3902678 55.7941436)
3054,,,,cafe,,,,,node,1352837213,POINT (37.6055095 55.884788)
