,NAME,MAN_MADE,LEISURE,AMENITY,OFFICE,SHOP,TOURISM,SPORT,OSM_TYPE,OSM_ID,geometry
19420,,,,cafe,,,,,node,4361690928,POINT (37.6328851 55.792697)
19422,Кофеловерс,,,cafe,,,,,node,4361890292,POINT (37.7877009 55.7927806)
19424,Беотурс Москва,,,restaurant,,,,,node,4358819392,POINT (37.5166319 55.7214419)
19438,Смайл,,,cafe,,,,,node,4363078369,POINT (37.6548698 55.7633568)
19453,,,,cafe,,,,,node,4361690922,POINT (37.6329133 55.792518)
19488,Новоданиловский,,,restaurant,,,,,node,4365072920,POINT (37.6251038 55.7012317)
19493,:glhf,,,cafe,,,,,node,4367713591,POINT (37.635722 55.760848)
19519,"Кукуруза, хот-дог",,,fast_food,,,,,node,4369861039,POINT (37.7512973 55.784865)
19520,Парк Кафе,,,cafe,,,,,node,4369861040,POINT (37.7512865 55.7849215)
19535,Монастырская трапезная,,,cafe,,,,,node,4370972990,POINT (37.4058451 55.7906575)
19539,Чайхана Долина,,,restaurant,,,,,node,4370001091,POINT (37.7426932 55.6474713)
19541,,,,fast_food,,,,,node,4369872711,POINT (37.7514883 55.7824822)
19547,Мафия хаус,,,cafe,,,,,node,4373680389,POINT (37.3964385 55.7228529)
19561,Своя компания,,,restaurant,,,,,node,4369434289,POINT (37.7469992 55.6592655)
19587,Макдоналдс,,,fast_food,,,,,node,4375847897,POINT (37.7393165 55.6717959)
19589,Кулинариум,,,cafe,,,,,node,4376349005,POINT (37.5842151 55.7754967)
19595,"Антикафе ""Белый Кролик""",,,cafe,,,,,node,4377652390,POINT (37.8111124 55.8281391)
19618,Сказка,,,cafe,,,,,node,4382751189,POINT (37.4700441 55.6642257)
19635,Барбарис,,,cafe,,convenience,,,node,4376349001,POINT (37.5914557 55.7738025)
19661,Costa Coffee,,,cafe,,,,,node,4386309386,POINT (37.6552053 55.7766419)
19665,Авиатор,,,cafe,,,,,node,4381094503,POINT (37.4444398 55.8273254)
19668,Урюк,,,restaurant,,,,,node,4386309404,POINT (37.6451715 55.7689698)
19675,Хлеб Насущный,,,cafe,,bakery,,,node,4386309406,POINT (37.6548535 55.7766063)
19676,Шашлык Маркет,,,cafe,,,,,node,4386309408,POINT (37.6535313 55.7724902)
19678,,,,fast_food,,,,,node,4388744924,POINT (37.6768028 55.7786954)
19680,Додо-пицца,,,cafe,,,,,node,4386983966,POINT (37.4207892 55.8543392)
19693,Столовая Делофф,,,cafe,,,,,node,4391606091,POINT (37.6546748 55.7555097)
19696,Даблби,,,cafe,,,,,node,4393752065,POINT (37.5952031 55.7697218)
19710,Макдоналдс,,,fast_food,,,,,node,4394443898,POINT (37.656776 55.6375484)
19712,Якитория,,,restaurant,,,,,node,4394519401,POINT (37.478575 55.8561611)
19713,DaDio,,,cafe,,,,,node,4394626995,POINT (37.6534898 55.8243554)
19722,,,,fast_food,,,,,node,4397166703,POINT (37.8352018 55.8129448)
19728,"Фалафель, хумус и Ко",,,fast_food,,,,,node,4400788102,POINT (37.6383043 55.7047589)
19738,Варшавский,,,restaurant,,,,,node,4398130789,POINT (37.6235392 55.6805716)
19756,correas,,,cafe,,,,,node,4395971091,POINT (37.4920689 55.6038564)
19768,Кивин,,,cafe,,,,,node,4402075204,POINT (37.6178134 55.7937854)
19770,Биг-Донер,,,fast_food,,,,,node,4405543494,POINT (37.8158796 55.7520288)
19771,KFC,,,fast_food,,,,,node,4400788095,POINT (37.6381681 55.7047873)
19782,,,,fast_food,,,,,node,4405620793,POINT (37.7205702 55.7395703)
19786,IL Патио,,,restaurant,,,,,node,4402914746,POINT (37.6477596 55.7597682)
19787,Royal,,,restaurant,,,,,node,4403223578,POINT (37.6261085 55.7543287)
19820,Шоколадница,,,cafe,,,,,node,4409757990,POINT (37.4180621 55.740855)
19846,Может кофе,,,cafe,,,,,node,4407314590,POINT (37.5512189 55.756184)
19870,,,,cafe,,,,,node,4410968391,POINT (37.8457469 55.7029279)
19877,Грот,,,restaurant,,,,,node,4416208891,POINT (37.4353219 55.7333268)
19890,Югос,,,restaurant,,,,,node,4417314397,POINT (37.6079898 55.7236631)
19895,Буфет филиала 6-го автобусного парка,,,cafe,,,,,node,4417772414,POINT (37.6582436 55.8823905)
19899,Макдоналдс,,,fast_food,,,,,node,4418623489,POINT (37.6632013 55.6105847)
19913,Goodson Bar,,,bar,,,,,node,4422172838,POINT (37.2168269 55.9999013)
19917,Бакинский Бульвар,,,restaurant,,,,,node,4421901793,POINT (37.7830265 55.6188862)
19924,Суши Wok,,,fast_food,,,,,node,4416148300,POINT (37.4684586 55.7342925)
19926,,,,ice_cream,,kiosk,,,node,4423837034,POINT (37.20498 56.0004768)
19932,Pivbar 3,,,bar,,,,,node,4424292055,POINT (37.5638915 55.7623535)
19937,Фуда,,,restaurant,,,,,node,4424695485,POINT (37.5799786 55.7265977)
19954,Восточный рай,,,cafe,,,,,node,4424380671,POINT (37.3830447 55.7179459)
19960,Брусника,,,cafe,,,,,node,4423985178,POINT (37.6057053 55.753627)
19974,Ротонда,,,cafe,,,,,node,4426321517,POINT (37.5606626 55.663088)
19988,Caffe' del Parco,,,cafe,,,,,node,4428871589,POINT (37.6171957 55.7586343)
20007,Заяц и шляпа,,,cafe,,,,,node,4432209159,POINT (37.787787 55.792178)
20015,Хинкали,,,cafe,,,,,node,4433044990,POINT (37.6346287 55.7547003)
20044,Pita Gyros,,,cafe,,,,,node,4437750192,POINT (37.6098713 55.7403458)
20056,Кружка,,,pub,,,,,node,4436381990,POINT (37.7227419 55.6092819)
20070,Georgian national food,,,fast_food,,,,,node,4436111181,POINT (37.6392266 55.7047433)
20071,Суши Фиш,,,restaurant,,,,,node,4440531135,POINT (37.7352124 55.6994237)
20072,Пончики Шаурма,,,fast_food,,,,,node,4438888158,POINT (37.5200957 55.8838867)
20073,Breadбери,,,cafe,,,,,node,4439810589,POINT (37.5905598 55.8047139)
20076,ПроКофе,,,cafe,,,,,node,4440505191,POINT (37.5517419 55.7332917)
20084,,,,fast_food,,,,,node,4439212787,POINT (37.5258722 55.8892151)
20092,Кэти О'Шеа'с,,,bar,,,,,node,4442536293,POINT (37.610616 55.7530531)
20117,Бургер Кинг,,,fast_food,,,,,node,4444300889,POINT (37.7114302 55.7948992)
20130,Братья Бромлей,,,restaurant,,,,,node,4449056592,POINT (37.6315264 55.7217955)
20138,Гадкий Койот,,,bar,,,,,node,4446256589,POINT (37.5992837 55.7518821)
20142,Суши Wok,,,fast_food,,,,,node,4449591790,POINT (37.3057965 55.6249301)
20148,Шау room,,,fast_food,,,,,node,4450515489,POINT (37.2056027 56.0058002)
20171,Столовая,,,cafe,,,,,node,4451074144,POINT (37.6227477 55.723282)
20173,Grut,,,restaurant,,,,,node,4453628417,POINT (37.7147555 55.618776)
20186,PhoBo,,,cafe,,,,,node,4453628419,POINT (37.6227504 55.7609053)
20189,Trattoria Luigi,,,restaurant,,,,,node,4453628426,POINT (37.60692 55.7492258)
20192,Хайп,,,cafe,,,,,node,4455090889,POINT (37.7100745 55.753976)
20194,Los Bandidos,,,pub,,,,,node,4450367660,POINT (37.6324446 55.7572764)
20205,Pizza Hut,,,fast_food,,,,,node,4455295890,POINT (37.6820172 55.7460821)
20210,Zoo,,,restaurant,,,,,node,4453628427,POINT (37.5788601 55.7604299)
20211,На чили,,,pub,,,,,node,4453628430,POINT (37.6452536 55.7597671)
20212,Нам,,,cafe,,,,,node,4453628431,POINT (37.5643185 55.7340394)
20215,Братья Караваевы,,,cafe,,,,,node,4455202189,POINT (37.6306447 55.7277976)
20234,Сосна и Липа,,,pub,,,,,node,4453628435,POINT (37.6453292 55.7596731)
20236,KillFish,,,bar,,,,,node,4455268825,POINT (37.6334437 55.7572801)
20244,Кофе Хауз,,,cafe,,,,,node,4457495895,POINT (37.4102635 55.8343209)
20250,Робин Боб,,,fast_food,,,,,node,4457527489,POINT (37.4103969 55.8343971)
20255,Dead Rabbit,,,pub,,,,,node,4457908216,POINT (37.4586421 55.7776614)
20256,Grace Bar,,,restaurant,,,,,node,4457908218,POINT (37.4645859 55.7851149)
20258,Sсhvarz Kaiser,,,pub,,,,,node,4457908222,POINT (37.6445634 55.7796398)
20263,Blacksmith,,,pub,,,,,node,4457908214,POINT (37.5843734 55.7782233)
20264,Столовая,,,fast_food,,,,,node,4458172375,POINT (37.5506911 55.732626)
20269,Crab pub,,,pub,,,,,node,4457908215,POINT (37.6437065 55.7329113)
20270,Чайхона,,,restaurant,,,,,node,4458172376,POINT (37.5525485 55.733064)
20271,O'Donoghue's,,,pub,,,,,node,4457908220,POINT (37.6290798 55.7408444)
20274,Пивная Библиотека,,,pub,,,,,node,4457908225,POINT (37.6198013 55.7153155)
20275,Левон'с,,,fast_food,,,,,node,4460468943,POINT (37.6407742 55.7587442)
20276,Донер & гриль,,,fast_food,,,,,node,4459734037,POINT (37.7138065 55.7968569)
20286,Howard Loves Craft,,,pub,,,,,node,4457908219,POINT (37.6078318 55.7624262)
20291,Электроугли,,,cafe,,,,,node,4460703456,POINT (37.6068426 55.7777959)
20293,Олимпик,,,restaurant,,,,,node,4460703893,POINT (37.4680096 55.6767362)
20301,Филе,,,restaurant,,,,,node,4460468940,POINT (37.6402719 55.7584393)
20302,Рэд Код,,,pub,,,,,node,4457908226,POINT (37.6171741 55.7405062)
20305,Рогалик,,,cafe,,,,,node,4458437891,POINT (37.6248823 55.7581465)
20314,Pizza Hut,,,fast_food,,,,,node,4461646389,POINT (37.6610096 55.7565269)
20319,Булошная Колобок,,,cafe,,,,,node,4461934694,POINT (37.5709293 55.6790935)
20336,"Untitled,",,,bar,,,,,node,4463109579,POINT (37.6167381 55.7642887)
20342,,,,fast_food,,,,,node,4463321544,POINT (37.6379836 55.7048492)
20349,Арт-кафе Дуров,,,restaurant,,,,,node,4463680309,POINT (37.6268917 55.7195073)
20398,Даблби,,,cafe,,,,,node,4466031400,POINT (37.6583866 55.7579431)
20399,БарДАк,,,bar,,,,,node,4466373476,POINT (37.5919338 55.7490899)
20401,Импровизация,,,cafe,,,,,node,4466223692,POINT (37.6396798 55.7381983)
20403,Prime,,,cafe,,,,,node,4466656089,POINT (37.624879 55.7445938)
20409,Чудо-тандыр,,,fast_food,,,,,node,4466373483,POINT (37.4436258 55.8434928)
20416,Горячая выпечка,,,fast_food,,,,,node,4466373478,POINT (37.446239 55.8499389)
20432,Kulinari,,,restaurant,,,,,node,4469720497,POINT (37.4769937 55.7280068)
20433,Coffee moon,,,cafe,,,,,node,4469865189,POINT (37.71906 55.7835618)
20438,Villa Sumosan,,,restaurant,,,,,node,4469720499,POINT (37.5813256 55.7385883)
20441,Бистро,,,fast_food,,,,,node,4470262369,POINT (37.4386421 55.8516873)
20446,Суши сет,,,cafe,,convenience,,,node,4470262384,POINT (37.4375739 55.8515608)
20460,Даблби,,,cafe,,,,,node,4472448197,POINT (37.4435129 55.7106326)
20462,Даблби,,,cafe,,,,,node,4472518491,POINT (37.6330424 55.7779414)
20467,Даблби,,,cafe,,,,,node,4472580091,POINT (37.4239074 55.7704369)
20470,Даблби,,,cafe,,,,,node,4472544190,POINT (37.5410781 55.7491071)
20472,Даблби,,,cafe,,,,,node,4472580090,POINT (37.6259389 55.747484)
20475,Даблби,,,cafe,,,,,node,4472530392,POINT (37.5993581 55.7822714)
20476,Даблби,,,cafe,,,,,node,4472544192,POINT (37.6014017 55.7265876)
20480,Даблби,,,cafe,,,,,node,4472448198,POINT (37.529229 55.7907693)
20485,KFC,,,fast_food,,,,,node,4469858090,POINT (37.719625 55.783429)
20490,"Столовая ""Фабрика""",,,cafe,,,,,node,4475058594,POINT (37.6576699 55.7671846)
20494,Крошка Картошка,,,fast_food,,,,,node,4476294589,POINT (37.2874646 55.6054179)
20496,Даблби,,,cafe,,,,,node,4472579589,POINT (37.2201158 55.9898875)
20500,Крошка картошка,,,fast_food,,,,,node,4476284191,POINT (37.2847587 55.6066639)
20501,Котомания,,,cafe,,,,,node,4475440189,POINT (37.6472313 55.758341)
20502,BB&Burgers,,,cafe,,,,,node,4475522044,POINT (37.43163 55.6343568)
20504,Даблби,,,cafe,,,,,node,4472448196,POINT (37.5604908 55.7832112)
20509,Даблби,,,cafe,,,,,node,4472530390,POINT (37.7057815 55.7916749)
20512,,,,cafe,,,,,node,4478211589,POINT (37.6411117 55.7312988)
20514,,,,fast_food,,,,,node,4478263790,POINT (37.6410764 55.7296217)
20517,,,,fast_food,,,,,node,4478266290,POINT (37.6412761 55.7296929)
20526,,,,cafe,,,,,node,4478271489,POINT (37.6404117 55.7295662)
20527,Le Crobag,,,cafe,,,,,node,4476347689,POINT (37.2848967 55.6041647)
20528,Крошка Картошка,,,fast_food,,,,,node,4479056995,POINT (37.566844 55.7436206)
20537,Айва,,,cafe,,,,,node,4478263989,POINT (37.6408402 55.7316201)
20549,Экспресс-кафе,,,cafe,,,,,node,4478271590,POINT (37.5665681 55.7435613)
20559,столовая,,,cafe,,,,,node,4484896689,POINT (37.6472206 55.6530098)
20575,,,,bar,,,,,node,4486126589,POINT (37.7274546 55.8173056)
20579,,,,fast_food,,,,,node,4486278494,POINT (37.6397549 55.7296371)
20585,,,,cafe,,,,,node,4486288989,POINT (37.6362701 55.729728)
20588,Привет Буфет,,,cafe,,,,,node,4478289990,POINT (37.5645438 55.743112)
20592,Subway,,,fast_food,,,,,node,4479056691,POINT (37.5668698 55.743575)
20595,,,,fast_food,,,,,node,4486287490,POINT (37.6377464 55.7297433)
20597,,,,fast_food,,,,,node,4486291389,POINT (37.6397191 55.7296833)
20614,Амстел Боулинг,,,bar,,,,,node,4486860889,POINT (37.5668793 55.7449553)
20615,Tutti Frutti,,,fast_food,,,,,node,4487866991,POINT (37.5654254 55.7445638)
20621,Домино’c Пицца,,,fast_food,,,,,node,4488259763,POINT (37.4980548 55.7416959)
20623,Mammina,,,restaurant,,,,,node,4487867093,POINT (37.5670397 55.744975)
20631,Sadbarg Lounge Cafe,,,restaurant,,,,,node,4488719496,POINT (37.6119579 55.7097226)
20641,Bear Burgers,,,cafe,,,,,node,4487291922,POINT (37.7137859 55.7945784)
20642,Dunkin' Donuts,,,cafe,,,,,node,4488554707,POINT (37.506988 55.6182765)
20644,Best Kebab,,,fast_food,,,,,node,4490504890,POINT (37.5651794 55.744682)
20645,Saj & Falafel,,,fast_food,,,,,node,4490578189,POINT (37.5652354 55.7446589)
20646,Sushilka,,,fast_food,,,,,node,4490578289,POINT (37.5653727 55.7448192)
20657,Грабли,,,restaurant,,,,,node,4490578389,POINT (37.5651576 55.7448355)
20660,Шаверма24,,,fast_food,,,,,node,4487330889,POINT (37.2160987 55.9968451)
20662,Saltenas,,,fast_food,,,,,node,4491541990,POINT (37.5655637 55.7447415)
20663,Пончики и блинчики,,,fast_food,,,,,node,4488036690,POINT (37.744163 55.8024696)
20664,CoffeeShopeCompany,,,cafe,,,,,node,4491597389,POINT (37.5660457 55.7449048)
20668,Хинкали Lab,,,fast_food,,,,,node,4491597090,POINT (37.5656677 55.7446891)
20670,Елки-Палки,,,restaurant,,,,,node,4491597289,POINT (37.5657047 55.7446576)
20686,KFC,,,fast_food,,,,,node,4491597089,POINT (37.5655087 55.7447651)
20688,Синнабон,,,fast_food,,,,,node,4491597290,POINT (37.5656738 55.7446059)
20689,Баскин Роббинс,,,cafe,,,,,node,4491597189,POINT (37.5656277 55.7447195)
20698,Джери Вингс,,,fast_food,,,,,node,4491596989,POINT (37.5654427 55.7447876)
20705,JD Burger,,,fast_food,,,,,node,4489681889,POINT (37.5652664 55.744637)
20707,Кулинарная лавка братьев Караваевых,,,cafe,,,,,node,4497027689,POINT (37.6202815 55.7648797)
20713,Ньокки,,,restaurant,,,,,node,4498256392,POINT (37.4950107 55.793992)
20729,Corner,,,restaurant,,,,,node,4500262919,POINT (37.586752 55.7513671)
20730,Ramen House,,,fast_food,,,,,node,4500262922,POINT (37.5841114 55.7357092)
20742,Пиццерия Roma,,,restaurant,,,,,node,4500835093,POINT (37.5036275 55.7407965)
20745,Моремания,,,restaurant,,,,,node,4500262906,POINT (37.4772138 55.7278562)
20749,Кофе Хауз,,,cafe,,,,,node,4501324589,POINT (37.7239342 55.7819941)
20763,Lambic brasserie,,,restaurant,,,,,node,4501938339,POINT (37.5112652 55.7388117)
20765,Столовая,,,cafe,,,,,node,4502450803,POINT (37.4366968 55.7102771)
20775,Food Court,,,fast_food,,,,,node,4501548341,POINT (37.5083857 55.7440515)
20797,PrimestarCoffee,,,cafe,,,,,node,4505657390,POINT (37.567511 55.7445244)
20809,KFC,,,fast_food,,,,,node,4506128330,POINT (37.5952032 55.5830692)
20814,Bread&Meat,,,restaurant,,,,,node,4508524596,POINT (37.540765 55.748426)
20824,Pizza Hut,,,fast_food,,,,,node,4508553922,POINT (37.6649526 55.6782227)
20826,Урюк Grand чайхана,,,restaurant,,,,,node,4504658091,POINT (37.5391941 55.7477347)
20827,KFC,,,fast_food,,,,,node,4508771213,POINT (37.6775297 55.7176252)
20828,ABC Kitchen,,,restaurant,,,,,node,4508600989,POINT (37.539637 55.748303)
20832,Воккер,,,fast_food,,,,,node,4508528292,POINT (37.540139 55.748454)
20851,KFC,,,fast_food,,,,,node,4508894041,POINT (37.7299684 55.707791)
20853,Дом хинкали,,,cafe,,,,,node,4510242196,POINT (37.4152826 55.8378365)
20860,Pizza Hut,,,fast_food,,,,,node,4508777287,POINT (37.479232 55.705365)
20869,KFC,,,fast_food,,,,,node,4508866185,POINT (37.8200542 55.7509197)
20874,ЙогаДом,,sports_centre,cafe,,,,yoga,node,4510490590,POINT (37.6118253 55.7652164)
20881,Шаурма,,,fast_food,,,,,node,4512561549,POINT (37.8217142 55.7161141)
20907,I like grill,,,restaurant,,,,,node,4516036996,POINT (37.585254 55.7351707)
20909,,,,fast_food,,,,,node,4516138594,POINT (37.4802446 55.8537107)
20910,Food Dep,,,fast_food,,,,,node,4515853189,POINT (37.5897777 55.8051357)
20924,Трдельник,,,fast_food,,,,,node,4516138598,POINT (37.4871654 55.8545284)
20942,Buba by Sumosan,,,restaurant,,,,,node,4518786009,POINT (37.539064 55.7473675)
20947,Бургер Кинг,,,fast_food,,,,,node,4518019491,POINT (37.483716 55.7996592)
20948,Тарелка столовая,,,fast_food,,,,,node,4518776389,POINT (37.5610813 55.7240677)
20983,The Cross Keys,,,pub,,,,,node,4521575849,POINT (37.606164 55.7672042)
20985,KFC,,,fast_food,,,,,node,4520379703,POINT (37.5778147 55.8191884)
20986,Healthy Food,,,fast_food,,,,,node,4518766390,POINT (37.5390903 55.7470561)
20999,Сэлэнгэ,,,restaurant,,,,,node,4521741413,POINT (37.604717 55.770412)
21007,Сицилия,,,cafe,,,,,node,4520222973,POINT (37.6444062 55.819214)
21008,Жаворонок,,,cafe,,,,,node,4523159224,POINT (37.7483941 55.6581209)
21011,Hot Dogger,,,fast_food,,,,,node,4521898889,POINT (37.6094402 55.7661611)
21014,Лиза,,,cafe,,,,,node,4521157209,POINT (37.5343512 55.8512582)
21030,Баскин Роббинс,,,cafe,,,,,node,4523598735,POINT (37.583018 55.7609293)
21038,,,,fast_food,,,,,node,4523728366,POINT (37.7643416 55.7327474)
21044,Вкуснота,,,cafe,,,,,node,4526403135,POINT (37.4826248 55.8609065)
21054,Еврокафе,,,fast_food,,,,,node,4526138574,POINT (37.6609186 55.7550879)
21061,Kitchen,,,cafe,,,,,node,4528014489,POINT (37.515236 55.6725831)
21070,Сокольническая застава,,,cafe,,,,,node,4522706690,POINT (37.6830985 55.7908063)
21081,KFC,,,fast_food,,,,,node,4529834371,POINT (37.4018094 55.6587219)
21082,Baffolos sport bar,,,bar,,,,,node,4528422889,POINT (37.534243 55.6929643)
21083,KFC,,,fast_food,,,,,node,4529829228,POINT (37.5971835 55.8508834)
21084,KFC,,,fast_food,,,,,node,4529839625,POINT (37.6648533 55.6960495)
21085,Темп,,,cafe,,,,,node,4530358970,POINT (37.6380896 55.8266114)
21086,KFC,,,fast_food,,,,,node,4529829233,POINT (37.6274321 55.6644036)
21088,KFC,,,fast_food,,,,,node,4529829238,POINT (37.4765265 55.7280887)
21094,KFC,,,fast_food,,,,,node,4529829236,POINT (37.7323844 55.7301226)
21097,KFC,,,fast_food,,,,,node,4529839623,POINT (37.6059973 55.6134479)
21102,МакКафе,,,cafe,,,,,node,4530363625,POINT (37.6376417 55.8286543)
21109,Ширин Азия,,,cafe,,,,,node,4528816199,POINT (37.4481822 55.8609676)
21115,Украинская ночь,,,cafe,,,,,node,4533842293,POINT (37.6583084 55.6405658)
21138,KFC,,,fast_food,,,,,node,4529839620,POINT (37.4907233 55.6039842)
21150,Иль Росмо,,,restaurant,,,,,node,4539563025,POINT (37.5630297 55.7218759)
21154,Coffee Life,,,cafe,,,,,node,4541759629,POINT (37.6967586 55.7154001)
21176,"Чебуречная ""Советские времена""",,,cafe,,,,,node,4545161767,POINT (37.6590689 55.7859195)
21178,Кулинариум,,,cafe,,,,,node,4546201418,POINT (37.6624136 55.760654)
21181,СушиСет,,,fast_food,,,,,node,4543829690,POINT (37.3998418 55.8055484)
21182,Лампа,,,cafe,,,,,node,4546345190,POINT (37.4278735 55.7407939)
21184,Subway,,,fast_food,,,,,node,4546201414,POINT (37.6622309 55.7604239)
21187,Му-Му,,,fast_food,,,,,node,4546201422,POINT (37.6626469 55.7610083)
21197,Meatless,,,restaurant,,,,,node,4546201454,POINT (37.6028713 55.7666569)
21205,Барбекю,,,fast_food,,,,,node,4548854489,POINT (37.4281347 55.659251)
21208,El Taco,,,restaurant,,,,,node,4547865654,POINT (37.738065 55.815281)
21222,Клубный дом Svoy,,,restaurant,,,,,node,4549593693,POINT (37.6136398 55.7667471)
21270,Узбекский дворик,,,fast_food,,,,,node,4556218194,POINT (37.484799 55.8420579)
21293,НЭП,,,restaurant,,,,,node,4560303547,POINT (37.6596809 55.7075198)
21327,Oxus,,,restaurant,,,,,node,4568729918,POINT (37.6181567 55.7884559)
21328,Манави,,,cafe,,,,,node,4562181192,POINT (37.7094187 55.7949414)
21349,Кристина,,,cafe,,,,,node,4569339487,POINT (37.6058048 55.6637206)
21354,Вкусняшка,,,cafe,,,,,node,4568749998,POINT (37.4630188 55.7844882)
21360,Стардог!s,,,fast_food,,,,,node,4570385628,POINT (37.4983743 55.8169927)
21364,Голубка,,,fast_food,,,,,node,4573498569,POINT (37.5611401 55.7273683)
21385,Крымская шаурма,,,fast_food,,,,,node,4569929492,POINT (37.5877825 55.8461069)
21387,Чайхана Лола,,,cafe,,,,,node,4576762202,POINT (37.7393368 55.6706279)
21391,Усадьба,,,restaurant,,,,,node,4576866090,POINT (37.7404202 55.6653084)
21406,Домино’c Пицца,,,fast_food,,,,,node,4573206207,POINT (37.5301538 55.8081287)
21410,Золотая Роща,,,restaurant,,,,,node,4579356590,POINT (37.6099327 55.8711615)
21415,Донер & гриль,,,fast_food,,,,,node,4579905889,POINT (37.7129517 55.7962815)
21422,М Кафе,,,cafe,,,,,node,4579285185,POINT (37.5405038 55.7496648)
21451,Донер,,,fast_food,,bakery,,,node,4580449992,POINT (37.5655303 55.6774289)
21475,Порт,,,restaurant,,,,,node,4584166779,POINT (37.5269074 55.5976333)
21492,Макдоналдс,,,fast_food,,,,,node,4586904416,POINT (37.5374192 55.8899985)
21500,Макдоналдс,,,fast_food,,,,,node,4581176084,POINT (37.6571256 55.7122558)
21516,Птицы и пчёлы,,,restaurant,,,,,node,4590902690,POINT (37.438002 55.5603331)
21533,Метехи,,,restaurant,,,,,node,4592731191,POINT (37.5598434 55.6507825)
21542,Burger Heroes,,,cafe,,,,,node,4598315947,POINT (37.6079057 55.7660744)
21558,Столовая,,,cafe,,,,,node,4601224192,POINT (37.6410289 55.7968215)
21573,,,,fast_food,,,,,node,4603029820,POINT (37.5375527 55.8896676)
21574,Старбакс,,,cafe,,,,,node,4602171374,POINT (37.6575256 55.7625698)
21581,Stage,,,restaurant,,,,,node,4603893140,POINT (37.5859784 55.7602297)
21618,,,,bar,,,,,node,4607795307,POINT (37.5511282 55.6829331)
21626,KFC,,,fast_food,,,,,node,4606645302,POINT (37.573415 55.8181267)
21627,Монополь,,,bar,,,,,node,4599987297,POINT (37.6119528 55.7580658)
21630,Штолле,,,cafe,,,,,node,4607891189,POINT (37.6631344 55.7376505)
21633,Tartaria,,,restaurant,,,,,node,4607984515,POINT (37.6051792 55.7385666)
21635,Prime,,,cafe,,,,,node,4604812937,POINT (37.601677 55.7572379)
21641,Boston Seafood & Bar,,,restaurant,,,,,node,4607984516,POINT (37.6450503 55.7289724)
21642,Макдоналдс,,,fast_food,,,,,node,4608166891,POINT (37.6646946 55.6958033)
21662,ГлавПивМаг,,,pub,,alcohol,,,node,4607984510,POINT (37.6047126 55.7658104)
21664,Кафе,,,cafe,,,,,node,4607548097,POINT (37.4739293 55.6758644)
21668,Festa & Тесто,,,cafe,,,,,node,4611925094,POINT (37.7103431 55.7853135)
21678,BreadБери,,,cafe,,,,,node,4612094391,POINT (37.6040785 55.7982494)
21680,Донер кебаб,,,fast_food,,,,,node,4607871999,POINT (37.572603 55.6876559)
21687,Стардог!s,,,fast_food,,,,,node,4607871695,POINT (37.5726492 55.6876059)
21701,Миндаль,,,restaurant,,,,,node,4614154098,POINT (37.5656628 55.7439648)
21705,Burger&Pizzetta,,,restaurant,,,,,node,4614181990,POINT (37.5662616 55.744252)
21713,Кофе Хауз,,,cafe,,,,,node,4614181991,POINT (37.5657523 55.7452108)
21717,Волна,,,restaurant,,,,,node,4615859572,POINT (37.6040795 55.7627804)
21722,Азбука крафта,,,bar,,alcohol,,,node,4613859601,POINT (37.6730377 55.7748481)
21726,Хот Дог Киоск,,,fast_food,,,,,node,4614154295,POINT (37.5666425 55.7450844)
21732,Cernovar,,,pub,,,,,node,4616541819,POINT (37.5996559 55.782871)
21733,Хинкальная,,,restaurant,,,,,node,4614154190,POINT (37.5661307 55.7442935)
21735,Mr. Coffee,,,cafe,,,,,node,4618035443,POINT (37.6614484 55.7596051)
21743,ЛандринЪ,,,cafe,,,,,node,4618650337,POINT (37.6011812 55.780415)
21749,Шаверма,,,fast_food,,,,,node,4618650605,POINT (37.6007924 55.7818338)
21751,Magnum,,,bar,,,,,node,4618423114,POINT (37.5866271 55.7782588)
21770,Сим-сим,,,restaurant,,,,,node,4620385694,POINT (37.6813758 55.7475489)
21865,ШашлыкoFF,,,restaurant,,,,,node,4621865889,POINT (37.7492925 55.6584803)
21906,Brooklyn,,,cafe,,,,,node,4625879087,POINT (37.5642486 55.762287)
21915,Макдоналдс,,,fast_food,,,,,node,4626490390,POINT (37.4814144 55.665023)
21916,Шаурма,,,fast_food,,,,,node,4624447394,POINT (37.4067281 55.8034885)
21925,Subway,,,fast_food,,,,,node,4626728991,POINT (37.4731079 55.6899113)
21937,Beer & Beard,,,pub,,,,,node,4629604289,POINT (37.436009 55.8267622)
21938,"Oh, My Craft!",,,pub,,,,,node,4632424962,POINT (37.6328905 55.7296309)
21939,Prime,,,cafe,,,,,node,4632221069,POINT (37.6572193 55.7585876)
21942,Хлеб Насущный,,,cafe,,bakery,,,node,4632424964,POINT (37.6017125 55.7437124)
21964,Farш,,,cafe,,,,,node,4632424954,POINT (37.682103 55.7461942)
21965,Кофе-бургеры,,,fast_food,,,,,node,4632789947,POINT (37.5998507 55.7522911)
21966,Prime,,,cafe,,,,,node,4632221068,POINT (37.5983089 55.7820451)
21967,BeerLoft,,,restaurant,,,,,node,4634630980,POINT (37.4804096 55.7737814)
21973,Андерсон,,,restaurant,,,,,node,4632424966,POINT (37.597665 55.7449663)
21977,Дудук,,,restaurant,,,,,node,4637001471,POINT (37.6616837 55.7181236)
21989,,,,ice_cream,,,,,node,4636130079,POINT (37.5334481 55.662168)
22005,,,,fast_food,,,,,node,4636033128,POINT (37.569108 55.8458301)
