,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
806,Теремок,637417011,to go,Центральный административный округ,Тверской район,"город Москва, Новослободская улица, дом 5, строение 1",43,37.6005341530053,55.779426313456,"{type=Point, coordinates=[37.6005341530053, 55.779426313456]}"
814,Кулинариум,637417307,to go,Центральный административный округ,Тверской район,"город Москва, Новослободская улица, дом 33",20,37.597938401608246,55.78219925603858,"{type=Point, coordinates=[37.597938401608246, 55.78219925603858]}"
823,"Кафе «Мама, я в Тбилиси»",637417780,to go,Центральный административный округ,Таганский район,"город Москва, улица Воронцово Поле, дом 18",4,37.65560082477516,55.75449792316965,"{type=Point, coordinates=[37.655600824775156, 55.754497923169644]}"
827,Шаурма,637417863,to go,Центральный административный округ,район Якиманка,"город Москва, Калужская площадь, дом 1, корпус 1",0,37.612711421397854,55.72841180032911,"{type=Point, coordinates=[37.612711421397854, 55.72841180032911]}"
839,Суши,637418469,to go,Южный административный округ,район Зябликово,"город Москва, Ореховый бульвар, дом 47/33",4,37.746042968730364,55.61456386905788,"{type=Point, coordinates=[37.74604296873037, 55.61456386905788]}"
842,Сабвей,637418580,to go,Центральный административный округ,район Замоскворечье,"город Москва, Садовническая улица, дом 42, строение 1",40,37.636696975259206,55.74485508281936,"{type=Point, coordinates=[37.63669697525921, 55.74485508281937]}"
860,Пицца «Pizza Pomodoro»,637419346,to go,Восточный административный округ,район Метрогородок,"город Москва, Открытое шоссе, дом 22",0,37.751187574622975,55.82007123846185,"{type=Point, coordinates=[37.75118757462298, 55.82007123846185]}"
862,СушиШоп,637419412,to go,Восточный административный округ,район Метрогородок,"город Москва, Открытое шоссе, дом 24, корпус 11",6,37.757540520342815,55.8229995873803,"{type=Point, coordinates=[37.757540520342815, 55.8229995873803]}"
877,KFC,637420149,to go,Восточный административный округ,район Измайлово,"город Москва, 9-я Парковая улица, дом 30",44,37.800083246651525,55.79492979957846,"{type=Point, coordinates=[37.800083246651525, 55.79492979957846]}"
895,Кофейня Fresh bar,637421125,to go,Восточный административный округ,район Восточное Измайлово,"город Москва, Первомайская улица, дом 105",0,37.80991103302723,55.79371526908929,"{type=Point, coordinates=[37.80991103302723, 55.793715269089304]}"
925,"Шаурма, куры-гриль",637422590,to go,Восточный административный округ,район Перово,"город Москва, улица Плеханова, дом 20",0,37.76626476595412,55.743084221862205,"{type=Point, coordinates=[37.76626476595412, 55.74308422186221]}"
929,Волконский,637422772,to go,Центральный административный округ,район Хамовники,"город Москва, улица Плющиха, дом 53/25, строение 1",30,37.57649195879593,55.738796469910476,"{type=Point, coordinates=[37.57649195879593, 55.73879646991048]}"
933,Суши Стор,637422911,to go,Восточный административный округ,район Богородское,"город Москва, Ивантеевская улица, дом 32, корпус 2",6,37.73106350141985,55.814887885658365,"{type=Point, coordinates=[37.73106350141985, 55.81488788565836]}"
943,Бургер Кинг,637423438,to go,Центральный административный округ,район Якиманка,"город Москва, улица Большая Полянка, дом 28, корпус 1",45,37.61867739547273,55.73595495608048,"{type=Point, coordinates=[37.61867739547273, 55.735954956080484]}"
944,Hot news Burgers,637423458,to go,Центральный административный округ,район Якиманка,"город Москва, улица Большая Полянка, дом 30",8,37.618956141081284,55.73412655513155,"{type=Point, coordinates=[37.61895614108129, 55.73412655513155]}"
954,SushiSale,637423998,to go,Восточный административный округ,район Преображенское,"город Москва, улица Преображенский Вал, дом 14",4,37.71426613517618,55.79348709897784,"{type=Point, coordinates=[37.71426613517618, 55.793487098977835]}"
